,position,r2,rmse
280,"(2, 2, 9)",-0.047175562326869924,0.24529701207850546
281,"(2, 2, 10)",-0.05731529231270627,0.2464817482277201
282,"(2, 2, 11)",0.370952760664483,0.19011839497255376
283,"(2, 2, 12)",-0.06753447487295583,0.24767003376008348
284,"(2, 2, 13)",-0.18455617996204077,0.260891746604384
285,"(2, 2, 14)",-0.17417806746967668,0.2597463723168405
286,"(2, 2, 15)",-0.1886418786392543,0.2613412852302576
287,"(2, 2, 16)",-0.09737914546212556,0.2511081798945953
288,"(2, 3, 1)",-0.20240834050907375,0.2628503132294234
289,"(2, 3, 2)",0.41260791370323446,0.18371581951990873
290,"(2, 3, 3)",-0.1451640436547006,0.2565171230966344
291,"(2, 3, 4)",-0.08163081795559379,0.2492998603486427
292,"(2, 3, 5)",-0.08801155981486786,0.25003411224715055
293,"(2, 3, 6)",-0.5155575110694057,0.29509966703199003
294,"(2, 3, 7)",0.4830225623433507,0.17235278430484974
295,"(2, 3, 8)",-0.25082625057462105,0.2680902393005801
296,"(2, 3, 9)",-0.44173492572757467,0.2878228163777
297,"(2, 3, 10)",-0.08009747970820524,0.2491230918174433
298,"(2, 3, 11)",-0.12918506569390442,0.2547211880566254
299,"(2, 3, 12)",0.5565084161587746,0.1596339280022704
300,"(2, 3, 13)",0.34875810785570494,0.19344329164854537
301,"(2, 3, 14)",-0.07829777333118182,0.24891545530976508
302,"(2, 3, 15)",0.10106018639878211,0.22727298532368673
303,"(2, 3, 16)",0.5541205134784176,0.16006311151116992
304,"(2, 4, 1)",-0.10594255443750433,0.2520860384976236
305,"(2, 4, 2)",-0.13733057163711848,0.2556382674123592
306,"(2, 4, 3)",-0.06796337153224474,0.24771978118529775
307,"(2, 4, 4)",-0.27544966541802873,0.2707161536694131
308,"(2, 4, 5)",0.4168403711273745,0.18305274015016432
309,"(2, 4, 6)",0.4658845980866887,0.17518626748229585
310,"(2, 4, 7)",0.06857043901400206,0.2313436148816558
311,"(2, 4, 8)",-0.26525406441020327,0.2696319666477837
312,"(2, 4, 9)",-0.12881475689285105,0.2546794175642399
313,"(2, 4, 10)",0.450040707316015,0.17776562381974648
314,"(2, 4, 11)",-0.13198589289024554,0.25503689723621326
315,"(2, 4, 12)",-0.055768777773403055,0.24630142023046106
316,"(2, 4, 13)",0.5123599997899381,0.16739102558446736
317,"(2, 4, 14)",0.49905520951313576,0.16965921027866118
318,"(2, 4, 15)",0.49232662362372204,0.1707948232234325
319,"(2, 4, 16)",-0.10658784731893456,0.25215957107123443
320,"(2, 5, 1)",-0.04158146858481393,0.24464093679356114
321,"(2, 5, 2)",0.5820643986978584,0.1549662745723734
322,"(2, 5, 3)",-0.26590213982056143,0.26970101186247886
323,"(2, 5, 4)",-0.12139154935679519,0.2538406366581304
324,"(2, 5, 5)",0.5045498338526606,0.16872618930352462
325,"(2, 5, 6)",0.5928897984805532,0.1529461331592003
326,"(2, 5, 7)",-0.2751199094378014,0.27068115580011703
327,"(2, 5, 8)",-0.115106993185915,0.25312834437021514
328,"(2, 5, 9)",0.5171093436979244,0.1665738830812704
329,"(2, 5, 10)",0.4723353123907271,0.17412515839454593
330,"(2, 5, 11)",0.4995373851282182,0.16957753937377892
331,"(2, 5, 12)",-0.10701630576490051,0.25220838303057513
332,"(2, 5, 13)",0.48107257024319805,0.1726775279180554
333,"(2, 5, 14)",0.5434679031401992,0.16196387808845863
334,"(2, 5, 15)",0.46084012454878986,0.17601160007447642
335,"(2, 5, 16)",0.3615007443630912,0.19154142165165122
336,"(2, 6, 1)",-0.08612065795601254,0.24981674527042252
337,"(2, 6, 2)",0.5073812720662971,0.1682433735497033
338,"(2, 6, 3)",-0.16398700141046074,0.2586167049715345
339,"(2, 6, 4)",0.5742342207386608,0.15641121332784835
340,"(2, 6, 5)",-0.08507600578576646,0.24969657704357873
341,"(2, 6, 6)",0.5762050534924124,0.15604878648083892
342,"(2, 6, 7)",-0.1790093785315876,0.2602802041633604
343,"(2, 6, 8)",-0.5550827289227993,0.298922948837833
344,"(2, 6, 9)",0.5010696137135089,0.16931774900461716
345,"(2, 6, 10)",0.4544556581153196,0.17705065459320124
346,"(2, 6, 11)",0.5623948762966008,0.1585709791868737
347,"(2, 6, 12)",-0.12208198426975292,0.25391876880989506
348,"(2, 6, 13)",0.40287091631686534,0.1852322580806005
349,"(2, 6, 14)",-0.45697263383289854,0.2893398194471745
350,"(2, 6, 15)",0.5445256249001826,0.16177614532941442
351,"(2, 6, 16)",0.5059351050553105,0.1684901462527629
352,"(2, 7, 1)",-0.24480357210707226,0.26744403860387533
353,"(2, 7, 2)",-0.0055225999318329055,0.2403689835311265
354,"(2, 7, 3)",-0.49736251238085916,0.2933229113309345
355,"(2, 7, 4)",-0.27042257706386486,0.2701821233213452
356,"(2, 7, 5)",-0.37453883693374856,0.2810353923172951
357,"(2, 7, 6)",0.36520753232607905,0.19098461840729655
358,"(2, 7, 7)",-0.11185488380576936,0.25275896181637036
359,"(2, 7, 8)",-0.26111283983605404,0.26919034716206625
360,"(2, 7, 9)",0.2954581848140666,0.2012036689594891
361,"(2, 7, 10)",-0.27995299399981444,0.27119365176571375
362,"(2, 7, 11)",0.4682968916749025,0.17479021173269085
363,"(2, 7, 12)",-0.14060394008530208,0.25600588128998214
364,"(2, 7, 13)",0.526593558117843,0.1649299739952061
365,"(2, 7, 14)",0.050307935882543675,0.2336005781609789
366,"(2, 7, 15)",0.5255800627847849,0.1651064253229156
367,"(2, 7, 16)",-0.16392499006977856,0.2586098159847249
368,"(2, 8, 1)",-0.08231177135539114,0.24937832283057837
369,"(2, 8, 2)",-0.3416520563372982,0.27765305679885455
370,"(2, 8, 3)",-0.12494650784119932,0.25424267236137355
371,"(2, 8, 4)",0.5363091328697845,0.16322879700945925
372,"(2, 8, 5)",-0.25853755286829694,0.26891535326539073
373,"(2, 8, 6)",0.5542808877099996,0.16003432311884078
374,"(2, 8, 7)",-0.2131704045384648,0.26402400365112744
375,"(2, 8, 8)",-0.38594861062936525,0.28219939124626986
376,"(2, 8, 9)",-0.5245237863762879,0.29597130763818413
377,"(2, 8, 10)",-0.15006547238184376,0.2570654977720212
378,"(2, 8, 11)",0.49319450274287513,0.17064877197063752
379,"(2, 8, 12)",-0.17401335871915347,0.2597281536147267
380,"(2, 8, 13)",-0.28397125361793263,0.2716190082350519
381,"(2, 8, 14)",0.5714128846922825,0.15692858693835893
382,"(2, 8, 15)",0.5548620620333696,0.15992995449860103
383,"(2, 8, 16)",0.44812366024336525,0.17807518182956486
384,"(2, 9, 1)",-0.17918309285277245,0.2602993781981333
385,"(2, 9, 2)",-0.32594771465683214,0.2760232775178123
386,"(2, 9, 3)",-0.23583864239236196,0.2664792480470188
387,"(2, 9, 4)",0.5555963874212175,0.15979798518071683
388,"(2, 9, 5)",-0.09948933849988295,0.25134949678347634
389,"(2, 9, 6)",0.44011615257335013,0.1793624295511625
390,"(2, 9, 7)",0.545051948304311,0.16168264810083835
391,"(2, 9, 8)",0.25699810256502187,0.20662243260488422
392,"(2, 9, 9)",-0.06273992813653995,0.24711323588663617
393,"(2, 9, 10)",0.5070778991024352,0.16829517084470041
394,"(2, 9, 11)",0.5275900190827705,0.16475630414232664
395,"(2, 9, 12)",-0.059495689502206295,0.24673576485315796
396,"(2, 9, 13)",-0.15479993018858207,0.25759408322404437
397,"(2, 9, 14)",0.5268675219016585,0.16488224399532214
398,"(2, 9, 15)",-0.005443835868382374,0.240359569118841
399,"(2, 9, 16)",0.5525200674506783,0.16035012057215384
400,"(2, 10, 1)",-0.2053889583725268,0.2631758978878343
401,"(2, 10, 2)",0.5355592040049648,0.16336073893626712
402,"(2, 10, 3)",-0.013001141472685385,0.24126119589178968
403,"(2, 10, 4)",-0.37226823388626773,0.28080317495581275
404,"(2, 10, 5)",-0.14675693927289424,0.25669546567228596
405,"(2, 10, 6)",0.5526011887768083,0.16033558539072668
406,"(2, 10, 7)",-0.079116921734949,0.24900998392412385
407,"(2, 10, 8)",-0.17739857138392967,0.2601023410685319
408,"(2, 10, 9)",0.5024476668597921,0.16908375825111407
409,"(2, 10, 10)",-0.02335024649538342,0.2424904604118991
410,"(2, 10, 11)",0.41178671964068325,0.18384419514112138
411,"(2, 10, 12)",-0.04775762904002634,0.2453651760977283
412,"(2, 10, 13)",-0.0746734266524729,0.24849677909687223
413,"(2, 10, 14)",0.44356446937027727,0.1788092311008829
414,"(2, 10, 15)",0.5581774383305711,0.1593332642256763
415,"(2, 10, 16)",0.5085887633252149,0.16803705065292776
416,"(2, 11, 1)",0.3894802373363402,0.18729766890661015
417,"(2, 11, 2)",0.5698180928346147,0.15722028498631033
418,"(2, 11, 3)",-0.26316493545142006,0.269409272771588
419,"(2, 11, 4)",-0.02725710047815988,0.24295289853887347
420,"(2, 11, 5)",-0.10640767997176992,0.2521390427550987
421,"(2, 11, 6)",-0.00040774569790547055,0.23975685418402154
422,"(2, 11, 7)",0.12742147189419073,0.2239158156536198
423,"(2, 11, 8)",-0.22560261860862973,0.26537337570114544
424,"(2, 11, 9)",0.5103767069795626,0.1677310802821737
425,"(2, 11, 10)",0.3374238303017457,0.19511938336922485
426,"(2, 11, 11)",-0.5514363794494044,0.2985722867121684
427,"(2, 11, 12)",-0.008672851495197031,0.2407452210260688
428,"(2, 11, 13)",0.5294281427070479,0.1644354624710461
429,"(2, 11, 14)",0.0019886062292294726,0.2394695282034236
430,"(2, 11, 15)",0.30134770354241813,0.20036093712907807
431,"(2, 11, 16)",0.5311863141619892,0.1641279894678421
432,"(2, 12, 1)",-0.036995520266635884,0.24410178149968106
433,"(2, 12, 2)",-0.17622903961708203,0.2599731267409414
434,"(2, 12, 3)",-0.21035909741016057,0.26371791183198257
435,"(2, 12, 4)",-0.09524982868138854,0.25086444076014963
436,"(2, 12, 5)",0.34683968635376206,0.19372800373211538
437,"(2, 12, 6)",0.281785350386872,0.2031466376201956
438,"(2, 12, 7)",0.3969003854728901,0.1861559981812184
439,"(2, 12, 8)",0.4851603189125451,0.17199606662941413
440,"(2, 12, 9)",-0.32237384600399,0.27565103940391744
